t,Ek,Ep,Ec
1.6,7.8511e-09,6.42594e-12,7.85753e-09
1.601,7.85064e-09,6.87355e-12,7.85752e-09
1.602,7.85017e-09,7.33622e-12,7.8575e-09
1.603,7.84968e-09,7.81394e-12,7.85749e-09
1.604,7.84917e-09,8.30671e-12,7.85748e-09
1.605,7.84865e-09,8.81454e-12,7.85747e-09
1.606,7.84812e-09,9.33741e-12,7.85745e-09
1.607,7.84756e-09,9.87533e-12,7.85744e-09
1.608,7.84699e-09,1.04283e-11,7.85742e-09
1.609,7.84641e-09,1.09963e-11,7.85741e-09
1.61,7.84581e-09,1.15793e-11,7.85739e-09
1.611,7.8452e-09,1.21774e-11,7.85737e-09
1.612,7.84457e-09,1.27905e-11,7.85736e-09
1.613,7.84392e-09,1.34187e-11,7.85734e-09
1.614,7.84326e-09,1.40618e-11,7.85732e-09
1.615,7.84258e-09,1.472e-11,7.8573e-09
1.616,7.84189e-09,1.53933e-11,7.85728e-09
1.617,7.84118e-09,1.60815e-11,7.85726e-09
1.618,7.84045e-09,1.67848e-11,7.85724e-09
1.619,7.83971e-09,1.75031e-11,7.85721e-09
1.62,7.83896e-09,1.82363e-11,7.85719e-09
1.621,7.83818e-09,1.89847e-11,7.85717e-09
1.622,7.8374e-09,1.9748e-11,7.85714e-09
1.623,7.83659e-09,2.05263e-11,7.85712e-09
1.624,7.83578e-09,2.13196e-11,7.8571e-09
1.625,7.83494e-09,2.21279e-11,7.85707e-09
1.626,7.83409e-09,2.29512e-11,7.85704e-09
1.627,7.83323e-09,2.37895e-11,7.85702e-09
1.628,7.83235e-09,2.46428e-11,7.85699e-09
1.629,7.83145e-09,2.55111e-11,7.85696e-09
1.63,7.83054e-09,2.63944e-11,7.85693e-09
1.631,7.82961e-09,2.72926e-11,7.8569e-09
1.632,7.82867e-09,2.82058e-11,7.85687e-09
1.633,7.82771e-09,2.9134e-11,7.85684e-09
1.634,7.82673e-09,3.00771e-11,7.85681e-09
1.635,7.82574e-09,3.10352e-11,7.85678e-09
1.636,7.82474e-09,3.20083e-11,7.85674e-09
1.637,7.82371e-09,3.29963e-11,7.85671e-09
1.638,7.82268e-09,3.39993e-11,7.85668e-09
1.639,7.82163e-09,3.50172e-11,7.85664e-09
1.64,7.82056e-09,3.60501e-11,7.85661e-09
1.641,7.81947e-09,3.70979e-11,7.85657e-09
1.642,7.81837e-09,3.81607e-11,7.85653e-09
1.643,7.81726e-09,3.92383e-11,7.8565e-09
1.644,7.81613e-09,4.03309e-11,7.85646e-09
1.645,7.81498e-09,4.14385e-11,7.85642e-09
1.646,7.81382e-09,4.25609e-11,7.85638e-09
1.647,7.81265e-09,4.36983e-11,7.85634e-09
1.648,7.81145e-09,4.48505e-11,7.8563e-09
1.649,7.81024e-09,4.60177e-11,7.85626e-09
1.65,7.80902e-09,4.71998e-11,7.85622e-09
1.651,7.80778e-09,4.83967e-11,7.85618e-09
1.652,7.80653e-09,4.96086e-11,7.85614e-09
1.653,7.80526e-09,5.08353e-11,7.85609e-09
1.654,7.80397e-09,5.2077e-11,7.85605e-09
1.655,7.80267e-09,5.33335e-11,7.856e-09
1.656,7.80135e-09,5.46048e-11,7.85596e-09
1.657,7.80002e-09,5.58911e-11,7.85591e-09
1.658,7.79868e-09,5.71921e-11,7.85587e-09
1.659,7.79731e-09,5.85081e-11,7.85582e-09
1.66,7.79593e-09,5.98389e-11,7.85577e-09
1.661,7.79454e-09,6.11845e-11,7.85572e-09
1.662,7.79313e-09,6.2545e-11,7.85568e-09
1.663,7.79171e-09,6.39204e-11,7.85563e-09
1.664,7.79027e-09,6.53105e-11,7.85558e-09
1.665,7.78881e-09,6.67155e-11,7.85553e-09
1.666,7.78734e-09,6.81353e-11,7.85547e-09
1.667,7.78585e-09,6.95699e-11,7.85542e-09
1.668,7.78435e-09,7.10193e-11,7.85537e-09
1.669,7.78283e-09,7.24835e-11,7.85532e-09
1.67,7.7813e-09,7.39625e-11,7.85526e-09
1.671,7.77975e-09,7.54563e-11,7.85521e-09
1.672,7.77819e-09,7.69648e-11,7.85515e-09
1.673,7.77661e-09,7.84882e-11,7.8551e-09
1.674,7.77502e-09,8.00263e-11,7.85504e-09
1.675,7.77341e-09,8.15792e-11,7.85498e-09
1.676,7.77178e-09,8.31468e-11,7.85493e-09
1.677,7.77014e-09,8.47292e-11,7.85487e-09
1.678,7.76848e-09,8.63264e-11,7.85481e-09
1.679,7.76681e-09,8.79383e-11,7.85475e-09
1.68,7.76513e-09,8.95649e-11,7.85469e-09
1.681,7.76342e-09,9.12062e-11,7.85463e-09
1.682,7.76171e-09,9.28623e-11,7.85457e-09
1.683,7.75997e-09,9.4533e-11,7.85451e-09
1.684,7.75823e-09,9.62185e-11,7.85445e-09
1.685,7.75646e-09,9.79187e-11,7.85438e-09
1.686,7.75469e-09,9.96336e-11,7.85432e-09
1.687,7.75289e-09,1.01363e-10,7.85425e-09
1.688,7.75108e-09,1.03107e-10,7.85419e-09
1.689,7.74926e-09,1.04866e-10,7.85412e-09
1.69,7.74742e-09,1.0664e-10,7.85406e-09
1.691,7.74556e-09,1.08428e-10,7.85399e-09
1.692,7.74369e-09,1.10231e-10,7.85392e-09
1.693,7.74181e-09,1.12049e-10,7.85386e-09
1.694,7.73991e-09,1.13881e-10,7.85379e-09
1.695,7.73799e-09,1.15727e-10,7.85372e-09
1.696,7.73606e-09,1.17589e-10,7.85365e-09
1.697,7.73411e-09,1.19465e-10,7.85358e-09
1.698,7.73215e-09,1.21356e-10,7.85351e-09
1.699,7.73018e-09,1.23261e-10,7.85344e-09
1.7,7.72818e-09,1.25181e-10,7.85336e-09
1.701,7.72618e-09,1.27115e-10,7.85329e-09
1.702,7.72415e-09,1.29064e-10,7.85322e-09
1.703,7.72212e-09,1.31028e-10,7.85314e-09
1.704,7.72006e-09,1.33006e-10,7.85307e-09
1.705,7.718e-09,1.34998e-10,7.85299e-09
1.706,7.71591e-09,1.37006e-10,7.85292e-09
1.707,7.71381e-09,1.39027e-10,7.85284e-09
1.708,7.7117e-09,1.41064e-10,7.85276e-09
1.709,7.70957e-09,1.43115e-10,7.85269e-09
1.71,7.70743e-09,1.4518e-10,7.85261e-09
1.711,7.70527e-09,1.4726e-10,7.85253e-09
1.712,7.7031e-09,1.49354e-10,7.85245e-09
1.713,7.70091e-09,1.51463e-10,7.85237e-09
1.714,7.6987e-09,1.53586e-10,7.85229e-09
1.715,7.69648e-09,1.55724e-10,7.85221e-09
1.716,7.69425e-09,1.57876e-10,7.85213e-09
1.717,7.692e-09,1.60043e-10,7.85204e-09
1.718,7.68974e-09,1.62224e-10,7.85196e-09
1.719,7.68746e-09,1.64419e-10,7.85188e-09
1.72,7.68516e-09,1.66629e-10,7.85179e-09
1.721,7.68285e-09,1.68854e-10,7.85171e-09
1.722,7.68053e-09,1.71093e-10,7.85162e-09
1.723,7.67819e-09,1.73346e-10,7.85154e-09
1.724,7.67584e-09,1.75614e-10,7.85145e-09
1.725,7.67347e-09,1.77896e-10,7.85136e-09
1.726,7.67108e-09,1.80192e-10,7.85127e-09
1.727,7.66868e-09,1.82503e-10,7.85119e-09
1.728,7.66627e-09,1.84828e-10,7.8511e-09
1.729,7.66384e-09,1.87167e-10,7.85101e-09
1.73,7.6614e-09,1.89521e-10,7.85092e-09
1.731,7.65894e-09,1.91889e-10,7.85083e-09
1.732,7.65646e-09,1.94271e-10,7.85073e-09
1.733,7.65397e-09,1.96668e-10,7.85064e-09
1.734,7.65147e-09,1.99079e-10,7.85055e-09
1.735,7.64895e-09,2.01505e-10,7.85046e-09
1.736,7.64642e-09,2.03944e-10,7.85036e-09
1.737,7.64387e-09,2.06398e-10,7.85027e-09
1.738,7.64131e-09,2.08866e-10,7.85017e-09
1.739,7.63873e-09,2.11349e-10,7.85008e-09
1.74,7.63614e-09,2.13845e-10,7.84998e-09
1.741,7.63353e-09,2.16356e-10,7.84988e-09
1.742,7.6309e-09,2.18881e-10,7.84979e-09
1.743,7.62827e-09,2.2142e-10,7.84969e-09
1.744,7.62562e-09,2.23974e-10,7.84959e-09
1.745,7.62295e-09,2.26542e-10,7.84949e-09
1.746,7.62027e-09,2.29123e-10,7.84939e-09
1.747,7.61757e-09,2.31719e-10,7.84929e-09
1.748,7.61486e-09,2.3433e-10,7.84919e-09
1.749,7.61213e-09,2.36954e-10,7.84909e-09
1.75,7.60939e-09,2.39592e-10,7.84898e-09
1.751,7.60664e-09,2.42245e-10,7.84888e-09
1.752,7.60387e-09,2.44912e-10,7.84878e-09
1.753,7.60108e-09,2.47593e-10,7.84867e-09
1.754,7.59828e-09,2.50288e-10,7.84857e-09
1.755,7.59547e-09,2.52997e-10,7.84847e-09
1.756,7.59264e-09,2.5572e-10,7.84836e-09
1.757,7.5898e-09,2.58457e-10,7.84825e-09
1.758,7.58694e-09,2.61208e-10,7.84815e-09
1.759,7.58407e-09,2.63973e-10,7.84804e-09
1.76,7.58118e-09,2.66753e-10,7.84793e-09
1.761,7.57828e-09,2.69546e-10,7.84782e-09
1.762,7.57536e-09,2.72353e-10,7.84771e-09
1.763,7.57243e-09,2.75174e-10,7.8476e-09
1.764,7.56948e-09,2.7801e-10,7.84749e-09
1.765,7.56652e-09,2.80859e-10,7.84738e-09
1.766,7.56355e-09,2.83722e-10,7.84727e-09
1.767,7.56056e-09,2.86599e-10,7.84716e-09
1.768,7.55755e-09,2.8949e-10,7.84704e-09
1.769,7.55454e-09,2.92396e-10,7.84693e-09
1.77,7.5515e-09,2.95314e-10,7.84682e-09
1.771,7.54846e-09,2.98247e-10,7.8467e-09
1.772,7.54539e-09,3.01194e-10,7.84659e-09
1.773,7.54232e-09,3.04155e-10,7.84647e-09
1.774,7.53923e-09,3.07129e-10,7.84636e-09
1.775,7.53612e-09,3.10118e-10,7.84624e-09
1.776,7.533e-09,3.1312e-10,7.84612e-09
1.777,7.52987e-09,3.16136e-10,7.846e-09
1.778,7.52672e-09,3.19166e-10,7.84588e-09
1.779,7.52356e-09,3.2221e-10,7.84577e-09
1.78,7.52038e-09,3.25267e-10,7.84565e-09
1.781,7.51719e-09,3.28338e-10,7.84553e-09
1.782,7.51398e-09,3.31423e-10,7.8454e-09
1.783,7.51076e-09,3.34522e-10,7.84528e-09
1.784,7.50753e-09,3.37635e-10,7.84516e-09
1.785,7.50428e-09,3.40761e-10,7.84504e-09
1.786,7.50101e-09,3.43901e-10,7.84492e-09
1.787,7.49774e-09,3.47055e-10,7.84479e-09
1.788,7.49444e-09,3.50222e-10,7.84467e-09
1.789,7.49114e-09,3.53403e-10,7.84454e-09
1.79,7.48782e-09,3.56598e-10,7.84442e-09
1.791,7.48448e-09,3.59807e-10,7.84429e-09
1.792,7.48114e-09,3.63029e-10,7.84416e-09
1.793,7.47777e-09,3.66264e-10,7.84404e-09
1.794,7.4744e-09,3.69514e-10,7.84391e-09
1.795,7.471e-09,3.72777e-10,7.84378e-09
1.796,7.4676e-09,3.76053e-10,7.84365e-09
1.797,7.46418e-09,3.79343e-10,7.84352e-09
1.798,7.46075e-09,3.82647e-10,7.84339e-09
1.799,7.4573e-09,3.85964e-10,7.84326e-09
1.8,7.45384e-09,3.89295e-10,7.84313e-09
1.801,7.45036e-09,3.9264e-10,7.843e-09
1.802,7.44687e-09,3.95997e-10,7.84287e-09
1.803,7.44336e-09,3.99369e-10,7.84273e-09
1.804,7.43985e-09,4.02754e-10,7.8426e-09
1.805,7.43631e-09,4.06152e-10,7.84247e-09
1.806,7.43277e-09,4.09564e-10,7.84233e-09
1.807,7.42921e-09,4.12989e-10,7.8422e-09
1.808,7.42563e-09,4.16428e-10,7.84206e-09
1.809,7.42204e-09,4.1988e-10,7.84192e-09
1.81,7.41844e-09,4.23345e-10,7.84179e-09
1.811,7.41483e-09,4.26824e-10,7.84165e-09
1.812,7.4112e-09,4.30317e-10,7.84151e-09
1.813,7.40755e-09,4.33822e-10,7.84137e-09
1.814,7.40389e-09,4.37341e-10,7.84123e-09
1.815,7.40022e-09,4.40874e-10,7.84109e-09
1.816,7.39654e-09,4.44419e-10,7.84095e-09
1.817,7.39284e-09,4.47978e-10,7.84081e-09
1.818,7.38912e-09,4.51551e-10,7.84067e-09
1.819,7.38539e-09,4.55136e-10,7.84053e-09
1.82,7.38165e-09,4.58735e-10,7.84039e-09
1.821,7.3779e-09,4.62347e-10,7.84025e-09
1.822,7.37413e-09,4.65972e-10,7.8401e-09
1.823,7.37035e-09,4.69611e-10,7.83996e-09
1.824,7.36655e-09,4.73263e-10,7.83981e-09
1.825,7.36274e-09,4.76928e-10,7.83967e-09
1.826,7.35892e-09,4.80606e-10,7.83952e-09
1.827,7.35508e-09,4.84297e-10,7.83938e-09
1.828,7.35123e-09,4.88001e-10,7.83923e-09
1.829,7.34736e-09,4.91719e-10,7.83908e-09
1.83,7.34348e-09,4.9545e-10,7.83893e-09
1.831,7.33959e-09,4.99194e-10,7.83879e-09
1.832,7.33569e-09,5.0295e-10,7.83864e-09
1.833,7.33177e-09,5.0672e-10,7.83849e-09
1.834,7.32783e-09,5.10504e-10,7.83834e-09
1.835,7.32389e-09,5.143e-10,7.83819e-09
1.836,7.31993e-09,5.18109e-10,7.83803e-09
1.837,7.31595e-09,5.21931e-10,7.83788e-09
1.838,7.31196e-09,5.25766e-10,7.83773e-09
1.839,7.30796e-09,5.29614e-10,7.83758e-09
1.84,7.30395e-09,5.33475e-10,7.83742e-09
1.841,7.29992e-09,5.37349e-10,7.83727e-09
1.842,7.29588e-09,5.41236e-10,7.83712e-09
1.843,7.29182e-09,5.45136e-10,7.83696e-09
1.844,7.28776e-09,5.49049e-10,7.83681e-09
1.845,7.28367e-09,5.52975e-10,7.83665e-09
1.846,7.27958e-09,5.56913e-10,7.83649e-09
1.847,7.27547e-09,5.60865e-10,7.83634e-09
1.848,7.27135e-09,5.64829e-10,7.83618e-09
1.849,7.26721e-09,5.68806e-10,7.83602e-09
1.85,7.26306e-09,5.72796e-10,7.83586e-09
1.851,7.2589e-09,5.76799e-10,7.8357e-09
1.852,7.25473e-09,5.80814e-10,7.83554e-09
1.853,7.25054e-09,5.84843e-10,7.83538e-09
1.854,7.24634e-09,5.88884e-10,7.83522e-09
1.855,7.24212e-09,5.92938e-10,7.83506e-09
1.856,7.23789e-09,5.97004e-10,7.8349e-09
1.857,7.23365e-09,6.01083e-10,7.83473e-09
1.858,7.2294e-09,6.05175e-10,7.83457e-09
1.859,7.22513e-09,6.0928e-10,7.83441e-09
1.86,7.22085e-09,6.13397e-10,7.83424e-09
1.861,7.21655e-09,6.17527e-10,7.83408e-09
1.862,7.21224e-09,6.21669e-10,7.83391e-09
1.863,7.20792e-09,6.25824e-10,7.83375e-09
1.864,7.20359e-09,6.29992e-10,7.83358e-09
1.865,7.19924e-09,6.34172e-10,7.83341e-09
1.866,7.19488e-09,6.38365e-10,7.83325e-09
1.867,7.19051e-09,6.4257e-10,7.83308e-09
1.868,7.18612e-09,6.46788e-10,7.83291e-09
1.869,7.18172e-09,6.51018e-10,7.83274e-09
1.87,7.17731e-09,6.55261e-10,7.83257e-09
1.871,7.17289e-09,6.59516e-10,7.8324e-09
1.872,7.16845e-09,6.63784e-10,7.83223e-09
1.873,7.164e-09,6.68064e-10,7.83206e-09
1.874,7.15953e-09,6.72357e-10,7.83189e-09
1.875,7.15506e-09,6.76662e-10,7.83172e-09
1.876,7.15057e-09,6.80979e-10,7.83154e-09
1.877,7.14606e-09,6.85309e-10,7.83137e-09
1.878,7.14155e-09,6.89651e-10,7.8312e-09
1.879,7.13702e-09,6.94005e-10,7.83102e-09
1.88,7.13248e-09,6.98372e-10,7.83085e-09
1.881,7.12792e-09,7.02751e-10,7.83067e-09
1.882,7.12336e-09,7.07142e-10,7.8305e-09
1.883,7.11878e-09,7.11546e-10,7.83032e-09
1.884,7.11418e-09,7.15962e-10,7.83015e-09
1.885,7.10958e-09,7.2039e-10,7.82997e-09
1.886,7.10496e-09,7.2483e-10,7.82979e-09
1.887,7.10033e-09,7.29282e-10,7.82961e-09
1.888,7.09569e-09,7.33747e-10,7.82943e-09
1.889,7.09103e-09,7.38224e-10,7.82925e-09
1.89,7.08636e-09,7.42713e-10,7.82907e-09
1.891,7.08168e-09,7.47214e-10,7.82889e-09
1.892,7.07699e-09,7.51727e-10,7.82871e-09
1.893,7.07228e-09,7.56252e-10,7.82853e-09
1.894,7.06756e-09,7.60789e-10,7.82835e-09
1.895,7.06283e-09,7.65339e-10,7.82817e-09
1.896,7.05809e-09,7.699e-10,7.82799e-09
1.897,7.05333e-09,7.74473e-10,7.8278e-09
1.898,7.04856e-09,7.79059e-10,7.82762e-09
1.899,7.04378e-09,7.83656e-10,7.82743e-09
1.9,7.03898e-09,7.88265e-10,7.82725e-09
1.901,7.03418e-09,7.92886e-10,7.82706e-09
1.902,7.02936e-09,7.97519e-10,7.82688e-09
1.903,7.02453e-09,8.02164e-10,7.82669e-09
1.904,7.01968e-09,8.06821e-10,7.8265e-09
1.905,7.01483e-09,8.1149e-10,7.82632e-09
1.906,7.00996e-09,8.16171e-10,7.82613e-09
1.907,7.00508e-09,8.20863e-10,7.82594e-09
1.908,7.00019e-09,8.25567e-10,7.82575e-09
1.909,6.99528e-09,8.30283e-10,7.82556e-09
1.91,6.99036e-09,8.35011e-10,7.82537e-09
1.911,6.98543e-09,8.39751e-10,7.82518e-09
1.912,6.98049e-09,8.44502e-10,7.82499e-09
1.913,6.97554e-09,8.49265e-10,7.8248e-09
1.914,6.97057e-09,8.5404e-10,7.82461e-09
1.915,6.96559e-09,8.58826e-10,7.82442e-09
1.916,6.9606e-09,8.63624e-10,7.82422e-09
1.917,6.9556e-09,8.68434e-10,7.82403e-09
1.918,6.95058e-09,8.73255e-10,7.82384e-09
1.919,6.94556e-09,8.78088e-10,7.82364e-09
1.92,6.94052e-09,8.82932e-10,7.82345e-09
1.921,6.93546e-09,8.87788e-10,7.82325e-09
1.922,6.9304e-09,8.92656e-10,7.82306e-09
1.923,6.92533e-09,8.97535e-10,7.82286e-09
1.924,6.92024e-09,9.02426e-10,7.82266e-09
1.925,6.91514e-09,9.07328e-10,7.82247e-09
1.926,6.91003e-09,9.12241e-10,7.82227e-09
1.927,6.90491e-09,9.17166e-10,7.82207e-09
1.928,6.89977e-09,9.22103e-10,7.82187e-09
1.929,6.89462e-09,9.2705e-10,7.82167e-09
1.93,6.88947e-09,9.32009e-10,7.82147e-09
1.931,6.88429e-09,9.3698e-10,7.82127e-09
1.932,6.87911e-09,9.41962e-10,7.82107e-09
1.933,6.87392e-09,9.46955e-10,7.82087e-09
1.934,6.86871e-09,9.5196e-10,7.82067e-09
1.935,6.86349e-09,9.56975e-10,7.82047e-09
1.936,6.85827e-09,9.62002e-10,7.82027e-09
1.937,6.85302e-09,9.67041e-10,7.82006e-09
1.938,6.84777e-09,9.7209e-10,7.81986e-09
1.939,6.84251e-09,9.77151e-10,7.81966e-09
1.94,6.83723e-09,9.82223e-10,7.81945e-09
1.941,6.83194e-09,9.87306e-10,7.81925e-09
1.942,6.82664e-09,9.924e-10,7.81904e-09
1.943,6.82133e-09,9.97505e-10,7.81884e-09
1.944,6.81601e-09,1.00262e-09,7.81863e-09
1.945,6.81068e-09,1.00775e-09,7.81843e-09
1.946,6.80533e-09,1.01289e-09,7.81822e-09
1.947,6.79997e-09,1.01804e-09,7.81801e-09
1.948,6.7946e-09,1.0232e-09,7.8178e-09
1.949,6.78922e-09,1.02837e-09,7.81759e-09
1.95,6.78383e-09,1.03355e-09,7.81739e-09
1.951,6.77843e-09,1.03875e-09,7.81718e-09
1.952,6.77302e-09,1.04395e-09,7.81697e-09
1.953,6.76759e-09,1.04917e-09,7.81676e-09
1.954,6.76215e-09,1.05439e-09,7.81654e-09
1.955,6.7567e-09,1.05963e-09,7.81633e-09
1.956,6.75124e-09,1.06488e-09,7.81612e-09
1.957,6.74577e-09,1.07014e-09,7.81591e-09
1.958,6.74029e-09,1.07541e-09,7.8157e-09
1.959,6.7348e-09,1.08069e-09,7.81548e-09
1.96,6.72929e-09,1.08598e-09,7.81527e-09
1.961,6.72378e-09,1.09128e-09,7.81506e-09
1.962,6.71825e-09,1.09659e-09,7.81484e-09
1.963,6.71271e-09,1.10192e-09,7.81463e-09
1.964,6.70716e-09,1.10725e-09,7.81441e-09
1.965,6.7016e-09,1.11259e-09,7.8142e-09
1.966,6.69603e-09,1.11795e-09,7.81398e-09
1.967,6.69045e-09,1.12332e-09,7.81376e-09
1.968,6.68485e-09,1.12869e-09,7.81355e-09
1.969,6.67925e-09,1.13408e-09,7.81333e-09
1.97,6.67363e-09,1.13948e-09,7.81311e-09
1.971,6.66801e-09,1.14489e-09,7.81289e-09
1.972,6.66237e-09,1.1503e-09,7.81267e-09
1.973,6.65672e-09,1.15573e-09,7.81245e-09
1.974,6.65106e-09,1.16117e-09,7.81223e-09
1.975,6.64539e-09,1.16662e-09,7.81201e-09
1.976,6.63971e-09,1.17208e-09,7.81179e-09
1.977,6.63402e-09,1.17756e-09,7.81157e-09
1.978,6.62831e-09,1.18304e-09,7.81135e-09
1.979,6.6226e-09,1.18853e-09,7.81113e-09
1.98,6.61688e-09,1.19403e-09,7.81091e-09
1.981,6.61114e-09,1.19954e-09,7.81068e-09
1.982,6.60539e-09,1.20507e-09,7.81046e-09
1.983,6.59964e-09,1.2106e-09,7.81024e-09
1.984,6.59387e-09,1.21614e-09,7.81001e-09
1.985,6.58809e-09,1.2217e-09,7.80979e-09
1.986,6.5823e-09,1.22726e-09,7.80956e-09
1.987,6.5765e-09,1.23283e-09,7.80934e-09
1.988,6.57069e-09,1.23842e-09,7.80911e-09
1.989,6.56487e-09,1.24401e-09,7.80889e-09
1.99,6.55904e-09,1.24962e-09,7.80866e-09
1.991,6.5532e-09,1.25523e-09,7.80843e-09
1.992,6.54735e-09,1.26085e-09,7.8082e-09
1.993,6.54149e-09,1.26649e-09,7.80798e-09
1.994,6.53561e-09,1.27213e-09,7.80775e-09
1.995,6.52973e-09,1.27779e-09,7.80752e-09
1.996,6.52384e-09,1.28345e-09,7.80729e-09
1.997,6.51793e-09,1.28913e-09,7.80706e-09
1.998,6.51202e-09,1.29481e-09,7.80683e-09
1.999,6.50609e-09,1.30051e-09,7.8066e-09
2,6.50016e-09,1.30621e-09,7.80637e-09
