t,i0,x0,y0,v0,a0,i1,x1,y1,v1,a1,i2,x2,y2,v2,a2,i3,x3,y3,v3,a3,i4,x4,y4,v4,a4,i5,x5,y5,v5,a5,i6,x6,y6,v6,a6,i7,x7,y7,v7,a7,i8,x8,y8,v8,a8,i9,x9,y9,v9,a9,i10,x10,y10,v10,a10,i11,x11,y11,v11,a11,i12,x12,y12,v12,a12,i13,x13,y13,v13,a13,i14,x14,y14,v14,a14,i15,x15,y15,v15,a15,i16,x16,y16,v16,a16,i17,x17,y17,v17,a17,i18,x18,y18,v18,a18,i19,x19,y19,v19,a19,i20,x20,y20,v20,a20,i21,x21,y21,v21,a21,i22,x22,y22,v22,a22,i23,x23,y23,v23,a23,i24,x24,y24,v24,a24,i25,x25,y25,v25,a25,i26,x26,y26,v26,a26,i27,x27,y27,v27,a27,i28,x28,y28,v28,a28,i29,x29,y29,v29,a29,i30,x30,y30,v30,a30,i31,x31,y31,v31,a31,i32,x32,y32,v32,a32,i33,x33,y33,v33,a33,i34,x34,y34,v34,a34,i35,x35,y35,v35,a35,i36,x36,y36,v36,a36,i37,x37,y37,v37,a37,i38,x38,y38,v38,a38,i39,x39,y39,v39,a39,i40,x40,y40,v40,a40,i41,x41,y41,v41,a41,i42,x42,y42,v42,a42,i43,x43,y43,v43,a43,i44,x44,y44,v44,a44,i45,x45,y45,v45,a45,i46,x46,y46,v46,a46,i47,x47,y47,v47,a47,i48,x48,y48,v48,a48,i49,x49,y49,v49,a49,i50,x50,y50,v50,a50
0,0,0,0,0,0,1,0.0628319,6.27905e-06,0,-6.27699e-06,2,0.125664,1.25333e-05,0,-1.25292e-05,3,0.188496,1.87381e-05,0,-1.8732e-05,4,0.251327,2.4869e-05,0,-2.48608e-05,5,0.314159,3.09017e-05,0,-3.08915e-05,6,0.376991,3.68125e-05,0,-3.68003e-05,7,0.439823,4.25779e-05,0,-4.25639e-05,8,0.502655,4.81754e-05,0,-4.81595e-05,9,0.565487,5.35827e-05,0,-5.35651e-05,10,0.628319,5.87785e-05,0,-5.87592e-05,11,0.69115,6.37424e-05,0,-6.37214e-05,12,0.753982,6.84547e-05,0,-6.84322e-05,13,0.816814,7.28969e-05,0,-7.28729e-05,14,0.879646,7.70513e-05,0,-7.7026e-05,15,0.942478,8.09017e-05,0,-8.08751e-05,16,1.00531,8.44328e-05,0,-8.4405e-05,17,1.06814,8.76307e-05,0,-8.76018e-05,18,1.13097,9.04827e-05,0,-9.04529e-05,19,1.19381,9.29776e-05,0,-9.29471e-05,20,1.25664,9.51057e-05,0,-9.50744e-05,21,1.31947,9.68583e-05,0,-9.68265e-05,22,1.3823,9.82287e-05,0,-9.81964e-05,23,1.44513,9.92115e-05,0,-9.91788e-05,24,1.50796,9.98027e-05,0,-9.97698e-05,25,1.5708,0.0001,0,-9.99671e-05,26,1.63363,9.98027e-05,0,-9.97698e-05,27,1.69646,9.92115e-05,0,-9.91788e-05,28,1.75929,9.82287e-05,0,-9.81964e-05,29,1.82212,9.68583e-05,0,-9.68265e-05,30,1.88496,9.51057e-05,0,-9.50744e-05,31,1.94779,9.29776e-05,0,-9.29471e-05,32,2.01062,9.04827e-05,0,-9.04529e-05,33,2.07345,8.76307e-05,0,-8.76018e-05,34,2.13628,8.44328e-05,0,-8.4405e-05,35,2.19911,8.09017e-05,0,-8.08751e-05,36,2.26195,7.70513e-05,0,-7.7026e-05,37,2.32478,7.28969e-05,0,-7.28729e-05,38,2.38761,6.84547e-05,0,-6.84322e-05,39,2.45044,6.37424e-05,0,-6.37214e-05,40,2.51327,5.87785e-05,0,-5.87592e-05,41,2.57611,5.35827e-05,0,-5.35651e-05,42,2.63894,4.81754e-05,0,-4.81595e-05,43,2.70177,4.25779e-05,0,-4.25639e-05,44,2.7646,3.68125e-05,0,-3.68003e-05,45,2.82743,3.09017e-05,0,-3.08915e-05,46,2.89027,2.4869e-05,0,-2.48608e-05,47,2.9531,1.87381e-05,0,-1.8732e-05,48,3.01593,1.25333e-05,0,-1.25292e-05,49,3.07876,6.27905e-06,0,-6.27699e-06,50,3.14159,0,0,0
0.2,0,0,0,0,0,1,0.0628319,6.15351e-06,-1.2554e-06,-6.27699e-06,2,0.125664,1.22827e-05,-2.50584e-06,-1.25292e-05,3,0.188496,1.83635e-05,-3.74639e-06,-1.8732e-05,4,0.251327,2.43718e-05,-4.97216e-06,-2.48608e-05,5,0.314159,3.02839e-05,-6.17831e-06,-3.08915e-05,6,0.376991,3.60764e-05,-7.36007e-06,-3.68003e-05,7,0.439823,4.17267e-05,-8.51278e-06,-4.25639e-05,8,0.502655,4.72122e-05,-9.6319e-06,-4.81595e-05,9,0.565487,5.25114e-05,-1.0713e-05,-5.35651e-05,10,0.628319,5.76033e-05,-1.17518e-05,-5.87592e-05,11,0.69115,6.2468e-05,-1.27443e-05,-6.37214e-05,12,0.753982,6.70861e-05,-1.36864e-05,-6.84322e-05,13,0.816814,7.14394e-05,-1.45746e-05,-7.28729e-05,14,0.879646,7.55108e-05,-1.54052e-05,-7.7026e-05,15,0.942478,7.92842e-05,-1.6175e-05,-8.08751e-05,16,1.00531,8.27447e-05,-1.6881e-05,-8.4405e-05,17,1.06814,8.58786e-05,-1.75204e-05,-8.76018e-05,18,1.13097,8.86736e-05,-1.80906e-05,-9.04529e-05,19,1.19381,9.11187e-05,-1.85894e-05,-9.29471e-05,20,1.25664,9.32042e-05,-1.90149e-05,-9.50744e-05,21,1.31947,9.49218e-05,-1.93653e-05,-9.68265e-05,22,1.3823,9.62648e-05,-1.96393e-05,-9.81964e-05,23,1.44513,9.72279e-05,-1.98358e-05,-9.91788e-05,24,1.50796,9.78073e-05,-1.9954e-05,-9.97698e-05,25,1.5708,9.80007e-05,-1.99934e-05,-9.99671e-05,26,1.63363,9.78073e-05,-1.9954e-05,-9.97698e-05,27,1.69646,9.72279e-05,-1.98358e-05,-9.91788e-05,28,1.75929,9.62648e-05,-1.96393e-05,-9.81964e-05,29,1.82212,9.49218e-05,-1.93653e-05,-9.68265e-05,30,1.88496,9.32042e-05,-1.90149e-05,-9.50744e-05,31,1.94779,9.11187e-05,-1.85894e-05,-9.29471e-05,32,2.01062,8.86736e-05,-1.80906e-05,-9.04529e-05,33,2.07345,8.58786e-05,-1.75204e-05,-8.76018e-05,34,2.13628,8.27447e-05,-1.6881e-05,-8.4405e-05,35,2.19911,7.92842e-05,-1.6175e-05,-8.08751e-05,36,2.26195,7.55108e-05,-1.54052e-05,-7.7026e-05,37,2.32478,7.14394e-05,-1.45746e-05,-7.28729e-05,38,2.38761,6.70861e-05,-1.36864e-05,-6.84322e-05,39,2.45044,6.2468e-05,-1.27443e-05,-6.37214e-05,40,2.51327,5.76033e-05,-1.17518e-05,-5.87592e-05,41,2.57611,5.25114e-05,-1.0713e-05,-5.35651e-05,42,2.63894,4.72122e-05,-9.6319e-06,-4.81595e-05,43,2.70177,4.17267e-05,-8.51278e-06,-4.25639e-05,44,2.7646,3.60764e-05,-7.36007e-06,-3.68003e-05,45,2.82743,3.02839e-05,-6.17831e-06,-3.08915e-05,46,2.89027,2.43718e-05,-4.97216e-06,-2.48608e-05,47,2.9531,1.83635e-05,-3.74639e-06,-1.8732e-05,48,3.01593,1.22827e-05,-2.50584e-06,-1.25292e-05,49,3.07876,6.15351e-06,-1.2554e-06,-6.27699e-06,50,3.14159,0,0,0
0.4,0,0,0,0,0,1,0.0628319,5.7794e-06,-2.48569e-06,-6.15149e-06,2,0.125664,1.1536e-05,-4.96158e-06,-1.22787e-05,3,0.188496,1.72471e-05,-7.41788e-06,-1.83575e-05,4,0.251327,2.28901e-05,-9.84491e-06,-2.43638e-05,5,0.314159,2.84427e-05,-1.22331e-05,-3.02739e-05,6,0.376991,3.38831e-05,-1.4573e-05,-3.60646e-05,7,0.439823,3.91898e-05,-1.68554e-05,-4.17129e-05,8,0.502655,4.43419e-05,-1.90712e-05,-4.71966e-05,9,0.565487,4.93189e-05,-2.12118e-05,-5.24941e-05,10,0.628319,5.41013e-05,-2.32687e-05,-5.75844e-05,11,0.69115,5.86702e-05,-2.52338e-05,-6.24474e-05,12,0.753982,6.30075e-05,-2.70992e-05,-6.7064e-05,13,0.816814,6.70962e-05,-2.88578e-05,-7.14159e-05,14,0.879646,7.092e-05,-3.05024e-05,-7.5486e-05,15,0.942478,7.4464e-05,-3.20266e-05,-7.92581e-05,16,1.00531,7.77141e-05,-3.34245e-05,-8.27175e-05,17,1.06814,8.06575e-05,-3.46904e-05,-8.58504e-05,18,1.13097,8.32826e-05,-3.58195e-05,-8.86445e-05,19,1.19381,8.55791e-05,-3.68072e-05,-9.10887e-05,20,1.25664,8.75377e-05,-3.76496e-05,-9.31735e-05,21,1.31947,8.91509e-05,-3.83434e-05,-9.48906e-05,22,1.3823,9.04123e-05,-3.88859e-05,-9.62331e-05,23,1.44513,9.13168e-05,-3.92749e-05,-9.71959e-05,24,1.50796,9.1861e-05,-3.9509e-05,-9.77751e-05,25,1.5708,9.20426e-05,-3.95871e-05,-9.79684e-05,26,1.63363,9.1861e-05,-3.9509e-05,-9.77751e-05,27,1.69646,9.13168e-05,-3.92749e-05,-9.71959e-05,28,1.75929,9.04123e-05,-3.88859e-05,-9.62331e-05,29,1.82212,8.91509e-05,-3.83434e-05,-9.48906e-05,30,1.88496,8.75377e-05,-3.76496e-05,-9.31735e-05,31,1.94779,8.55791e-05,-3.68072e-05,-9.10887e-05,32,2.01062,8.32826e-05,-3.58195e-05,-8.86445e-05,33,2.07345,8.06575e-05,-3.46904e-05,-8.58504e-05,34,2.13628,7.77141e-05,-3.34245e-05,-8.27175e-05,35,2.19911,7.4464e-05,-3.20266e-05,-7.92581e-05,36,2.26195,7.092e-05,-3.05024e-05,-7.5486e-05,37,2.32478,6.70962e-05,-2.88578e-05,-7.14159e-05,38,2.38761,6.30075e-05,-2.70992e-05,-6.7064e-05,39,2.45044,5.86702e-05,-2.52338e-05,-6.24474e-05,40,2.51327,5.41013e-05,-2.32687e-05,-5.75844e-05,41,2.57611,4.93189e-05,-2.12118e-05,-5.24941e-05,42,2.63894,4.43419e-05,-1.90712e-05,-4.71966e-05,43,2.70177,3.91898e-05,-1.68554e-05,-4.17129e-05,44,2.7646,3.38831e-05,-1.4573e-05,-3.60646e-05,45,2.82743,2.84427e-05,-1.22331e-05,-3.02739e-05,46,2.89027,2.28901e-05,-9.84491e-06,-2.43638e-05,47,2.9531,1.72471e-05,-7.41788e-06,-1.83575e-05,48,3.01593,1.1536e-05,-4.96158e-06,-1.22787e-05,49,3.07876,5.7794e-06,-2.48569e-06,-6.15149e-06,50,3.14159,0,0,0
0.6,0,0,0,0,0,1,0.0628319,5.16671e-06,-3.6412e-06,-5.7775e-06,2,0.125664,1.0313e-05,-7.26802e-06,-1.15322e-05,3,0.188496,1.54187e-05,-1.08662e-05,-1.72414e-05,4,0.251327,2.04634e-05,-1.44214e-05,-2.28825e-05,5,0.314159,2.54274e-05,-1.79198e-05,-2.84334e-05,6,0.376991,3.02911e-05,-2.13474e-05,-3.3872e-05,7,0.439823,3.50352e-05,-2.46908e-05,-3.91769e-05,8,0.502655,3.96411e-05,-2.79367e-05,-4.43273e-05,9,0.565487,4.40905e-05,-3.10724e-05,-4.93027e-05,10,0.628319,4.83659e-05,-3.40854e-05,-5.40835e-05,11,0.69115,5.24504e-05,-3.69639e-05,-5.86509e-05,12,0.753982,5.63279e-05,-3.96966e-05,-6.29868e-05,13,0.816814,5.99831e-05,-4.22726e-05,-6.70741e-05,14,0.879646,6.34016e-05,-4.46817e-05,-7.08967e-05,15,0.942478,6.65699e-05,-4.69145e-05,-7.44395e-05,16,1.00531,6.94755e-05,-4.89622e-05,-7.76886e-05,17,1.06814,7.21068e-05,-5.08166e-05,-8.0631e-05,18,1.13097,7.44536e-05,-5.24705e-05,-8.32552e-05,19,1.19381,7.65066e-05,-5.39173e-05,-8.55509e-05,20,1.25664,7.82576e-05,-5.51514e-05,-8.75089e-05,21,1.31947,7.96998e-05,-5.61677e-05,-8.91216e-05,22,1.3823,8.08274e-05,-5.69624e-05,-9.03825e-05,23,1.44513,8.16361e-05,-5.75323e-05,-9.12868e-05,24,1.50796,8.21226e-05,-5.78751e-05,-9.18308e-05,25,1.5708,8.22849e-05,-5.79896e-05,-9.20123e-05,26,1.63363,8.21226e-05,-5.78751e-05,-9.18308e-05,27,1.69646,8.16361e-05,-5.75323e-05,-9.12868e-05,28,1.75929,8.08274e-05,-5.69624e-05,-9.03825e-05,29,1.82212,7.96998e-05,-5.61677e-05,-8.91216e-05,30,1.88496,7.82576e-05,-5.51514e-05,-8.75089e-05,31,1.94779,7.65066e-05,-5.39173e-05,-8.55509e-05,32,2.01062,7.44536e-05,-5.24705e-05,-8.32552e-05,33,2.07345,7.21068e-05,-5.08166e-05,-8.0631e-05,34,2.13628,6.94755e-05,-4.89622e-05,-7.76886e-05,35,2.19911,6.65699e-05,-4.69145e-05,-7.44395e-05,36,2.26195,6.34016e-05,-4.46817e-05,-7.08967e-05,37,2.32478,5.99831e-05,-4.22726e-05,-6.70741e-05,38,2.38761,5.63279e-05,-3.96966e-05,-6.29868e-05,39,2.45044,5.24504e-05,-3.69639e-05,-5.86509e-05,40,2.51327,4.83659e-05,-3.40854e-05,-5.40835e-05,41,2.57611,4.40905e-05,-3.10724e-05,-4.93027e-05,42,2.63894,3.96411e-05,-2.79367e-05,-4.43273e-05,43,2.70177,3.50352e-05,-2.46908e-05,-3.91769e-05,44,2.7646,3.02911e-05,-2.13474e-05,-3.3872e-05,45,2.82743,2.54274e-05,-1.79198e-05,-2.84334e-05,46,2.89027,2.04634e-05,-1.44214e-05,-2.28825e-05,47,2.9531,1.54187e-05,-1.08662e-05,-1.72414e-05,48,3.01593,1.0313e-05,-7.26802e-06,-1.15322e-05,49,3.07876,5.16671e-06,-3.6412e-06,-5.7775e-06,50,3.14159,0,0,0
0.8,0,0,0,0,0,1,0.0628319,4.33517e-06,-4.6742e-06,-5.16501e-06,2,0.125664,8.65324e-06,-9.32995e-06,-1.03096e-05,3,0.188496,1.29372e-05,-1.39489e-05,-1.54136e-05,4,0.251327,1.717e-05,-1.85128e-05,-2.04567e-05,5,0.314159,2.13351e-05,-2.30036e-05,-2.54191e-05,6,0.376991,2.5416e-05,-2.74036e-05,-3.02811e-05,7,0.439823,2.93966e-05,-3.16955e-05,-3.50237e-05,8,0.502655,3.32612e-05,-3.58623e-05,-3.9628e-05,9,0.565487,3.69945e-05,-3.98876e-05,-4.4076e-05,10,0.628319,4.05818e-05,-4.37554e-05,-4.835e-05,11,0.69115,4.40089e-05,-4.74506e-05,-5.24331e-05,12,0.753982,4.72624e-05,-5.09585e-05,-5.63094e-05,13,0.816814,5.03294e-05,-5.42653e-05,-5.99634e-05,14,0.879646,5.31977e-05,-5.73579e-05,-6.33808e-05,15,0.942478,5.5856e-05,-6.02242e-05,-6.6548e-05,16,1.00531,5.8294e-05,-6.28527e-05,-6.94526e-05,17,1.06814,6.05018e-05,-6.52333e-05,-7.20831e-05,18,1.13097,6.24709e-05,-6.73564e-05,-7.44291e-05,19,1.19381,6.41935e-05,-6.92136e-05,-7.64814e-05,20,1.25664,6.56627e-05,-7.07977e-05,-7.82319e-05,21,1.31947,6.68728e-05,-7.21024e-05,-7.96736e-05,22,1.3823,6.78189e-05,-7.31226e-05,-8.08009e-05,23,1.44513,6.84975e-05,-7.38542e-05,-8.16092e-05,24,1.50796,6.89056e-05,-7.42943e-05,-8.20956e-05,25,1.5708,6.90419e-05,-7.44411e-05,-8.22579e-05,26,1.63363,6.89056e-05,-7.42943e-05,-8.20956e-05,27,1.69646,6.84975e-05,-7.38542e-05,-8.16092e-05,28,1.75929,6.78189e-05,-7.31226e-05,-8.08009e-05,29,1.82212,6.68728e-05,-7.21024e-05,-7.96736e-05,30,1.88496,6.56627e-05,-7.07977e-05,-7.82319e-05,31,1.94779,6.41935e-05,-6.92136e-05,-7.64814e-05,32,2.01062,6.24709e-05,-6.73564e-05,-7.44291e-05,33,2.07345,6.05018e-05,-6.52333e-05,-7.20831e-05,34,2.13628,5.8294e-05,-6.28527e-05,-6.94526e-05,35,2.19911,5.5856e-05,-6.02242e-05,-6.6548e-05,36,2.26195,5.31977e-05,-5.73579e-05,-6.33808e-05,37,2.32478,5.03294e-05,-5.42653e-05,-5.99634e-05,38,2.38761,4.72624e-05,-5.09585e-05,-5.63094e-05,39,2.45044,4.40089e-05,-4.74506e-05,-5.24331e-05,40,2.51327,4.05818e-05,-4.37554e-05,-4.835e-05,41,2.57611,3.69945e-05,-3.98876e-05,-4.4076e-05,42,2.63894,3.32612e-05,-3.58623e-05,-3.9628e-05,43,2.70177,2.93966e-05,-3.16955e-05,-3.50237e-05,44,2.7646,2.5416e-05,-2.74036e-05,-3.02811e-05,45,2.82743,2.13351e-05,-2.30036e-05,-2.54191e-05,46,2.89027,1.717e-05,-1.85128e-05,-2.04567e-05,47,2.9531,1.29372e-05,-1.39489e-05,-1.54136e-05,48,3.01593,8.65324e-06,-9.32995e-06,-1.03096e-05,49,3.07876,4.33517e-06,-4.6742e-06,-5.16501e-06,50,3.14159,0,0,0
